,geometry,WAARNEMING_ID,NAAM,CODE,OMSCHRIJVING,STATUSWAARDE,BEMONSTERINGSHOOGTE,REFERENTIEVLAK,OPDRACHTGEVENDE_INSTANTIE,KWALITEITSWAARDE_CODE,WAARDE_LAATSTE_METING,TIJDSTIP_LAATSTE_METING,PARAMETER_WAT_OMSCHRIJVING,BEMONSTERINGSAPPARAATCODE,BEMONSTERINGSMETHODECODE,BEMONSTERINGSSOORTCODE,BIOTAXONCODE,BIOTAXONTYPE,COMPARTIMENTCODE,EENHEIDCODE,GROOTHEIDCODE,HOEDANIGHEIDCODE,MEETAPPARAATCODE,ORGAANCODE,PARAMETERCODE,TYPERINGCODE,GROEPERINGCODE,WAARDEBEPALINGSTECHNIEKCODE,WAARDEBEPALINGSMETHODECODE,WAARDEBEWERKINGSMETHODECODE,index_right,beleidnaambronhouder,identificatie,beleidbronnaam,beleidbronurl,begingeldigheid,beleidbrondatum,beleidnaam,bronhouder,classificatie1,classificatie2,classificatie3
905363,POINT (111849.98711498224 553229.9992972258),5304752,"Den Helder, Marsdiep",denhelder.marsdiep,"Den Helder, Marsdiep",Gecontroleerd,-999999999,NVT,RIKZMON_WAT,00,-69.0,2025-01-01T01:44:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10042,NVT,NVT,NVT,GETETM2,NVT,other:F010,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
905379,POINT (132030.02871991743 549440.044526853),5304809,"Den Oever, Waddenzee voorhaven",denoever.waddenzee.voorhaven,"Den Oever, Waddenzee voorhaven",Definitief,-999999999,NVT,RIKZMON_WAT,00,-81.0,1988-12-31T19:45:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10258,NVT,NVT,NVT,GETETM2,NVT,other:F009,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
905417,POINT (156480.00531856908 576549.9896817596),5305191,"Harlingen, Waddenzee",harlingen.waddenzee,"Harlingen, Waddenzee",Ongecontroleerd,-999999999,NVT,RIKZMON_WAT,00,55.0,1899-12-31T19:55:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10272,NVT,NVT,NVT,GETETM2,NVT,other:F009,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
905425,POINT (132030.02871991743 549440.044526853),5305229,"Den Oever, Waddenzee voorhaven",denoever.waddenzee.voorhaven,"Den Oever, Waddenzee voorhaven",Definitief,-999999999,NVT,RIKZMON_WAT,00,17.0,1980-12-31T21:05:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10256,NVT,NVT,NVT,GETETM2,NVT,other:F009,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
905431,POINT (187653.02050237145 601148.0146580162),5305248,"Holwerd, Veersteiger",holwerd.veersteiger,zie kaart HAVKT.ZIP in DONAR,Definitief,-999999999,NVT,RIKZMON_WAT,00,121.0,1980-12-31T17:54:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10257,NVT,NVT,NVT,GETETM2,NVT,other:F009,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
905487,POINT (151484.81579166203 565306.1851964414),5305631,Kornwerderzand Waddenzee buitenhaven,kornwerderzand.waddenzee.buitenhaven,Kornwerderzand Waddenzee buitenhaven,Definitief,-999999999,NVT,RIKZMON_WAT,00,-100.0,1988-12-31T20:55:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10258,NVT,NVT,NVT,GETETM2,NVT,other:F009,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
905539,POINT (187653.02050237145 601148.0146580162),5305912,"Holwerd, Veersteiger",holwerd.veersteiger,zie kaart HAVKT.ZIP in DONAR,Definitief,-999999999,NVT,RIKZMON_WAT,00,-170.0,1989-12-31T18:45:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10258,NVT,NVT,NVT,GETETM2,NVT,other:F009,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
905553,POINT (151484.81579166203 565306.1851964414),5306073,Kornwerderzand Waddenzee buitenhaven,kornwerderzand.waddenzee.buitenhaven,Kornwerderzand Waddenzee buitenhaven,Definitief,-999999999,NVT,RIKZMON_WAT,00,23.0,1980-12-31T22:33:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10257,NVT,NVT,NVT,GETETM2,NVT,other:F009,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
905580,POINT (132030.02871991743 549440.044526853),5306228,"Den Oever, Waddenzee voorhaven",denoever.waddenzee.voorhaven,"Den Oever, Waddenzee voorhaven",Gecontroleerd,-999999999,NVT,RIKZMON_WAT,00,60.0,2024-12-31T21:04:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10042,NVT,NVT,NVT,GETETM2,NVT,other:F010,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
905598,POINT (250749.99653686117 607900.0272354316),5306320,"Eemshaven, haven",eemshaven.haven,"Eemshaven, haven",Definitief,-999999999,NVT,RIKZMON_WAT,00,-139.0,1988-12-31T22:15:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10258,NVT,NVT,NVT,GETETM2,NVT,other:F009,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
905650,POINT (156480.00531856908 576549.9896817596),5306636,"Harlingen, Waddenzee",harlingen.waddenzee,"Harlingen, Waddenzee",Definitief,-999999999,NVT,RIKZMON_WAT,00,198.0,1986-12-31T21:15:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10258,NVT,NVT,NVT,GETETM2,NVT,other:F009,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
905660,POINT (151484.81579166203 565306.1851964414),5306668,Kornwerderzand Waddenzee buitenhaven,kornwerderzand.waddenzee.buitenhaven,Kornwerderzand Waddenzee buitenhaven,Gecontroleerd,-999999999,NVT,RIKZMON_WAT,00,88.0,2024-12-31T21:29:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10042,NVT,NVT,NVT,GETETM2,NVT,other:F010,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
905754,POINT (156480.00531856908 576549.9896817596),5307209,"Harlingen, Waddenzee",harlingen.waddenzee,"Harlingen, Waddenzee",Gecontroleerd,-999999999,NVT,RIKZMON_WAT,00,103.0,2024-12-31T21:59:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10042,NVT,NVT,NVT,GETETM2,NVT,other:F010,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
905772,POINT (111849.98711498224 553229.9992972258),5307342,"Den Helder, Marsdiep",denhelder.marsdiep,"Den Helder, Marsdiep",Definitief,-999999999,NVT,RIKZMON_WAT,00,138.0,1986-12-31T19:26:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10258,NVT,NVT,NVT,GETETM2,NVT,other:F009,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
905790,POINT (156480.00531856908 576549.9896817596),5307509,"Harlingen, Waddenzee",harlingen.waddenzee,"Harlingen, Waddenzee",Definitief,-999999999,NVT,RIKZMON_WAT,00,33.0,1980-12-31T23:02:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10256,NVT,NVT,NVT,GETETM2,NVT,other:F009,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
905818,POINT (241940.01244903528 613014.9935984703),5307639,Oude Westereems,oudewestereems,Oude Westereems,Ongecontroleerd,-999999999,NVT,RIKZMON_WAT,00,94.0,1983-12-16T07:20:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10272,NVT,NVT,NVT,GETETM2,NVT,other:F009,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
905834,POINT (143870.00713424713 597419.9822211565),5307721,"Terschelling, west",terschelling.west,"Terschelling, west",Gecontroleerd,-999999999,NVT,RIKZMON_WAT,00,94.0,2024-12-31T21:45:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10042,NVT,NVT,NVT,GETETM2,NVT,other:F010,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
905860,POINT (187653.02050237145 601148.0146580162),5307825,"Holwerd, Veersteiger",holwerd.veersteiger,zie kaart HAVKT.ZIP in DONAR,Definitief,-999999999,NVT,RIKZMON_WAT,00,101.0,1998-12-31T20:41:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10042,NVT,NVT,NVT,GETETM2,NVT,other:F010,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
905891,POINT (111849.98711498224 553229.9992972258),5308050,"Den Helder, Marsdiep",denhelder.marsdiep,"Den Helder, Marsdiep",Definitief,-999999999,NVT,RIKZMON_WAT,00,113.0,1975-12-31T19:45:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10025,NVT,NVT,NVT,GETETM2,NVT,other:F009,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
905899,POINT (199342.0219217618 608781.0324986115),5308104,"Engelsmanplaat, noord",engelsmanplaat.noord,"Engelsmanplaat, noord",Ongecontroleerd,-999999999,NVT,RIKZMON_WAT,00,-163.0,1987-12-24T06:22:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10272,NVT,NVT,NVT,GETETM2,NVT,other:F009,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
905950,POINT (187653.02050237145 601148.0146580162),5308439,"Holwerd, Veersteiger",holwerd.veersteiger,zie kaart HAVKT.ZIP in DONAR,Ongecontroleerd,-999999999,NVT,RIKZMON_WAT,00,-13.0,2025-01-01T18:09:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10220,NVT,NVT,NVT,GETETM2,NVT,other:F010,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
906011,POINT (143870.00713424713 597419.9822211565),5308799,"Terschelling, west",terschelling.west,"Terschelling, west",Definitief,-999999999,NVT,RIKZMON_WAT,00,137.0,1979-12-31T19:49:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10177,NVT,NVT,NVT,GETETM2,NVT,other:F009,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
906021,POINT (187653.02050237145 601148.0146580162),5308904,"Holwerd, Veersteiger",holwerd.veersteiger,zie kaart HAVKT.ZIP in DONAR,Gecontroleerd,-999999999,NVT,RIKZMON_WAT,00,125.0,2024-01-01T01:15:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10220,NVT,NVT,NVT,GETETM2,NVT,other:F010,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
906106,POINT (250749.99653686117 607900.0272354316),5309444,"Eemshaven, haven",eemshaven.haven,"Eemshaven, haven",Gecontroleerd,-999999999,NVT,RIKZMON_WAT,00,157.0,2024-09-11T04:36:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10042,NVT,NVT,NVT,GETETM2,NVT,other:F010,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
906150,POINT (111849.98711498224 553229.9992972258),5309732,"Den Helder, Marsdiep",denhelder.marsdiep,"Den Helder, Marsdiep",Ongecontroleerd,-999999999,NVT,RIKZMON_WAT,00,23.0,1816-05-22T15:37:30.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,124,NVT,NVT,NVT,GETETM2,NVT,other:F029,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
906182,POINT (209170.01738969103 609499.9463397942),5309909,"Schiermonnikoog, Waddenzee",schiermonnikoog.waddenzee,"Schiermonnikoog, Waddenzee",Gecontroleerd,-999999999,NVT,RIKZMON_WAT,00,95.0,2024-12-31T23:05:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10042,NVT,NVT,NVT,GETETM2,NVT,other:F010,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
906344,POINT (179743.03006612838 604896.9891156603),5311026,"Ameland, Nes",ameland.nes,"Ameland, Nes",Definitief,-999999999,NVT,RIKZMON_WAT,00,160.0,1979-12-31T20:21:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10169,NVT,NVT,NVT,GETETM2,NVT,other:F009,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
906360,POINT (209170.01738969103 609499.9463397942),5311121,"Schiermonnikoog, Waddenzee",schiermonnikoog.waddenzee,"Schiermonnikoog, Waddenzee",Definitief,-999999999,NVT,RIKZMON_WAT,00,164.0,1979-12-31T20:29:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10257,NVT,NVT,NVT,GETETM2,NVT,other:F009,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
906393,POINT (179743.03006612838 604896.9891156603),5311355,"Ameland, Nes",ameland.nes,"Ameland, Nes",Definitief,-999999999,NVT,RIKZMON_WAT,00,73.0,1987-12-31T19:40:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10258,NVT,NVT,NVT,GETETM2,NVT,other:F009,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
906431,POINT (111849.98711498224 553229.9992972258),5311633,"Den Helder, Marsdiep",denhelder.marsdiep,"Den Helder, Marsdiep",Ongecontroleerd,-999999999,NVT,RIKZMON_WAT,00,43.0,1954-12-31T23:10:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10272,NVT,NVT,NVT,GETETM2,NVT,other:F009,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
906458,POINT (209170.01738969103 609499.9463397942),5311775,"Schiermonnikoog, Waddenzee",schiermonnikoog.waddenzee,"Schiermonnikoog, Waddenzee",Definitief,-999999999,NVT,RIKZMON_WAT,00,102.0,1989-12-31T23:50:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10258,NVT,NVT,NVT,GETETM2,NVT,other:F009,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
906528,POINT (132030.02871991743 549440.044526853),5312357,"Den Oever, Waddenzee voorhaven",denoever.waddenzee.voorhaven,"Den Oever, Waddenzee voorhaven",Ongecontroleerd,-999999999,NVT,RIKZMON_WAT,00,-9.0,1919-10-16T07:00:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,124,NVT,NVT,NVT,GETETM2,NVT,other:F029,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
906538,POINT (179743.03006612838 604896.9891156603),5312420,"Ameland, Nes",ameland.nes,"Ameland, Nes",Definitief,-999999999,NVT,RIKZMON_WAT,00,100.0,1978-12-31T23:10:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10257,NVT,NVT,NVT,GETETM2,NVT,other:F009,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
906594,POINT (143870.00713424713 597419.9822211565),5312705,"Terschelling, west",terschelling.west,"Terschelling, west",Definitief,-999999999,NVT,RIKZMON_WAT,00,-102.0,1988-12-31T20:25:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10258,NVT,NVT,NVT,GETETM2,NVT,other:F009,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
908855,POINT (224799.99813235243 614400.0549390113),5754362,Spruit,spruit,Spruit,Ongecontroleerd,-999999999,NVT,NNXXREG_WAT,00,119.0,1997-11-02T23:50:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10042,NVT,NVT,NVT,,NVT,other:F007,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
908925,POINT (114070.00310026364 553090.0084458377),5754605,"Den Helder, veersteiger",denhelder.veersteiger,"Den Helder, veersteiger",Ongecontroleerd,-999999999,NVT,RIKZMON_WAT,25,-249.0,2025-11-27T00:50:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,155,NVT,NVT,NVT,,NVT,other:F007,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
909010,POINT (139763.0146743396 558106.9847916462),5754887,Breezanddijk,breezanddijk,Breezanddijk,Ongecontroleerd,-999999999,NVT,NNXXREG_WAT,00,62.0,1997-10-15T12:50:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10042,NVT,NVT,NVT,,NVT,other:F007,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
909110,POINT (151484.81579166203 565306.1851964414),5755215,Kornwerderzand Waddenzee buitenhaven,kornwerderzand.waddenzee.buitenhaven,Kornwerderzand Waddenzee buitenhaven,Ongecontroleerd,-999999999,NVT,RIKZMON_WAT,00,99.0,1970-12-31T23:00:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10257,NVT,NVT,NVT,,NVT,other:F009,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
909115,POINT (143870.00713424713 597419.9822211565),5755234,"Terschelling, west",terschelling.west,"Terschelling, west",Ongecontroleerd,-999999999,NVT,RIKZMON_WAT,00,9.0,1960-12-31T23:40:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10272,NVT,NVT,NVT,,NVT,other:F009,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
909165,POINT (111849.98711498224 553229.9992972258),5755405,"Den Helder, Marsdiep",denhelder.marsdiep,"Den Helder, Marsdiep",Ongecontroleerd,-999999999,NVT,RIKZMON_WAT,00,60.0,1970-12-31T23:00:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10025,NVT,NVT,NVT,,NVT,other:F009,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
909397,POINT (151790.97503928177 597886.0505610477),5756196,Oosterom,oosterom,Oosterom,Ongecontroleerd,-999999999,NVT,NNXXREG_WAT,00,-61.0,1998-12-04T23:50:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10042,NVT,NVT,NVT,,NVT,other:F007,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
